鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,source_file
"中山區","房地(土地+建物)","臺北市中山區新生北路三段６１號四樓之２８","5.81","都市：其他:第三之二種住宅區(依都市計畫說明書圖規定辦理)及第三種住宅區。","","","1140329","土地4建物1車位0","四層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0650907","40.45","1","1","1","有","有","9930000","245488","","0.0","0","陽台外推；","RPXPMLOKMHKGFCA48DA","30.24","0.0","4.53","有","060","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區康寧路三段９９巷３９弄１９號二樓之２","34.69","都市：其他:第三種住宅區。","","","1140301","土地1建物1車位0","二層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0840508","128.56","3","2","2","有","有","25750000","200296","","0.0","0","","RPRQMLOKMHKGFCA97DA","82.71","1.14","11.06","有","","a_lvr_land_a.csv"
"松山區","房地(土地+建物)","臺北市松山區三民路１０１巷１１號二樓","28.25","都市：其他:住宅用地(民生社區特定專用區)。","","","1140314","土地1建物1車位0","二層，陽臺","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0630614","78.45","3","2","1","有","無","21800000","277884","","0.0","0","","RPRNMLPKLHKGFDA77DA","78.45","0.0","0.0","無","061","a_lvr_land_a.csv"
"南港區","房地(土地+建物)+車位","臺北市南港區三重路４１巷２７號十二樓","16.46","住","","","1140310","土地1建物1車位1","十二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1111129","114.38","2","2","1","有","有","32000000","322928","坡道機械","21.48","2000000","","RPUOMLQLLHKGFDA38DA","55.1","0.0","4.86","有","062","a_lvr_land_a.csv"
"松山區","房地(土地+建物)","臺北市松山區健康路１８９號","15.77","住","","","1140309","土地2建物1車位0","一層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0811028","84.42","0","1","1","有","有","28000000","331675","","0.0","0","其他增建；","RPPNMLOKMHKGFDA57DA","62.94","0.0","0.0","有","","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區大南路４２８巷３６號","36.0","住","","","1140316","土地1建物1車位0","一層","二層","公寓(5樓含以下無電梯)","住家用","加強磚造","0560201","52.62","2","1","1","有","無","10750000","204295","","0.0","0","","RPTNMLSLLHKGFEA48DA","52.62","0.0","0.0","無","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)","臺北市北投區懷德街１１巷１６號四樓","46.5","住","","","1140312","土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0661008","97.6","3","2","1","有","無","21000000","215164","","0.0","0","頂樓加蓋；","RPUNMLLKMHKGFEA87DA","86.98","0.0","10.62","無","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區羅斯福路二段１１７巷６之１號","28.67","住","","","1140315","土地1建物1車位0","二層","三層","公寓(5樓含以下無電梯)","","加強磚造","","73.95","3","2","2","有","無","19000000","256930","","0.0","0","","RPTNMLRJMHKGFFA38DA","73.95","0.0","0.0","無","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區敦化南路一段１９０巷５號三樓","39.25","都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區)。","","","1140306","土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","","加強磚造","","94.11","3","1","1","有","無","41000000","435660","","0.0","0","具重建或重劃、都更等效益；","RPQNMLLKMHKGFFA57DA","94.11","0.0","0.0","無","","a_lvr_land_a.csv"
"萬華區","房地(土地+建物)","臺北市萬華區西藏路２５４號三樓","29.8","住","","","1140303","土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0670106","97.83","3","2","2","有","無","8800000","89952","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；","RPPNMLPKMHKGFBA57EA","91.71","0.0","6.12","無","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)","臺北市北投區行義路１５４巷９號地下一層","22.33","都市：其他:第二種住宅區。","","","1140305","土地2建物1車位0","地下一層","八層","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0700921","124.28","3","2","2","有","有","10000000","80463","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；","RPPNMLQKMHKGFEA97EA","117.0","0.0","0.0","有","","a_lvr_land_a.csv"
"文山區","房地(土地+建物)","臺北市文山區指南路三段９３號七樓","13.97","住","","","1140322","土地1建物1車位0","七層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1030513","61.45","1","1","1","有","有","10200000","165989","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；夾層；其他增建；","RPRNMLPKMHKGFAA57DA","33.99","5.31","2.63","有","067","a_lvr_land_a.csv"
"萬華區","房地(土地+建物)","臺北市萬華區武成街７６巷１５號四樓","36.37","住","","","1140307","土地1建物1車位0","四層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0921028","110.77","3","2","1","有","無","19000000","171527","","0.0","0","陽台外推；","RPUNMLPKMHKGFBA97DA","62.59","0.0","8.71","有","069","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區星雲街３３巷２５弄２號二樓","55.27","都市：其他:第三種住宅區。","","","1140319","土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0770613","165.84","5","1","2","有","有","26000000","156778","","0.0","0","陽台外推；","RPOPMLLJMHKGFCA17DA","129.24","4.87","14.14","無","070","a_lvr_land_a.csv"
"信義區","房地(土地+建物)+車位","臺北市信義區信義路五段１５０巷１２號七樓","74.66","住","","","1140307","土地1建物1車位3","七層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼骨造","1060210","530.95","0","2","4","有","有","202880000","438956","坡道平面","96.1","12000000","","RPRNMLMJMHKGFDA47DA","230.95","12.73","39.02","有","071","a_lvr_land_a.csv"
"松山區","房地(土地+建物)","臺北市松山區民權東路三段１４２號九樓之５","6.12","住","","","1140323","土地2建物1車位0","九層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0730915","54.79","0","0","0","無","有","4200000","76656","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；","RPPNMLLKMHKGFDA27DA","37.07","0.0","3.98","有","","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區葫蘆街５４巷９弄５號","34.0","住","","","1140313","土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0670117","92.93","3","1","1","有","無","16000000","172173","","0.0","0","","RPPNMLQKMHKGFEA87DA","81.17","11.76","0.0","無","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區溫州街５２巷１１號","34.98","都市：其他:第三種住宅區。","","","1140307","土地1建物1車位0","一層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0740816","148.67","3","2","2","有","有","52300000","351786","","0.0","0","其他增建；","RPSOMLSJMHKGFFA48DA","107.47","16.05","0.0","有","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)+車位","臺北市大安區安和路二段９２號九樓之３","21.4","都市：其他:第三種住宅區。","","","1140304","土地2建物1車位1","九層","二十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0780810","242.77","3","2","2","有","有","69000000","314755","坡道平面","36.26","4000000","","RPSNMLPKMHKGFFA18DA","146.61","0.0","30.21","有","","a_lvr_land_a.csv"
"萬華區","房地(土地+建物)","臺北市萬華區國興路１巷８號八樓之２","15.97","住","","","1140322","土地1建物1車位0","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0710702","60.36","3","1","1","有","無","3400000","56329","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；","RPQNMLRKMHKGFBA87EA","42.12","0.0","3.57","有","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)","臺北市北投區實踐街４８巷６號二樓","26.25","住","","","1140319","土地2建物1車位0","二層，陽臺","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0651029","59.7","1","1","1","有","無","12500000","209380","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；陽台外推；","RPWNMLRJLHKGFEA58EA","59.7","0.0","0.0","無","","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區士東路９１巷１０號一樓","12.68","住","","","1140330","土地1建物1車位0","一層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0750804","64.72","0","3","1","有","有","10910000","168598","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；","RPPNMLRKMHKGFEA08EA","53.37","6.42","0.0","有","","a_lvr_land_a.csv"
"文山區","房地(土地+建物)","臺北市文山區興隆路三段２０７巷１４弄８號二樓","24.12","住","","","1140224","土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0730830","92.4","3","2","1","有","有","12000000","129870","","0.0","0","","RPXNMLOKLHKGFAA97DA","68.53","0.0","14.11","無","","a_lvr_land_a.csv"
"中正區","房地(土地+建物)+車位","臺北市中正區信義路一段１３之１號十一樓","38.51","住","","","1140213","土地3建物1車位1","十一層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0850529","174.48000000000002","4","2","2","有","有","71580000","410248","坡道平面","0.0","0","依建物謄本標示部，車位面積無法概算陽台外推；其他增建；","RPQOMLOKLHKGFBA47DA","116.22","0.81","12.49","有","","a_lvr_land_a.csv"
"中山區","房地(土地+建物)","臺北市中山區民族東路２２４號二樓","39.67","住","","","1140210","土地2建物1車位0","二層","三層","公寓(5樓含以下無電梯)","住家用","加強磚造","0591109","87.75","3","2","1","有","無","15000000","170940","","0.0","0","其他增建；","RPQNMLLKLHKGFCA17DA","87.75","0.0","0.0","無","","a_lvr_land_a.csv"
"士林區","房地(土地+建物)+車位","臺北市士林區中山北路七段１８１巷６之１號","143.96","住","","","1140212","土地1建物1車位2","一層，二層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0951226","376.74","3","2","3","有","有","95800000","304650","坡道平面","88.54","8000000","雨遮加蓋、空地加蓋陽台外推；其他增建；","RPWNMLMKKHKGFEA97DA","172.87","8.85","18.54","有","077","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區天母西路４１巷７號三樓","45.0","住","","","1140225","土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0660204","152.16","4","1","3","有","無","29000000","190589","","0.0","0","陽台外推；其他增建；","RPPPMLRLKHKGFEA08DA","136.88","0.0","15.28","無","078","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區四維路１９８巷４１號二樓之２","8.31","住","","","1140211","土地1建物1車位0","二層","十九層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0740522","50.34","0","0","0","無","有","10480000","208184","","0.0","0","","RPTNMLOLLHKGFFA18DA","29.74","0.0","0.0","有","079","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區通化街１９０巷１號二樓之２","3.4","住","","","1140221","土地1建物1車位0","二層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0860130","13.89","1","1","1","有","有","2650000","190785","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；","RPSNMLSJMHKGFFA38DA","7.33","0.56","1.99","有","080","a_lvr_land_a.csv"
"松山區","房地(土地+建物)+車位","臺北市松山區八德路二段４３７巷６弄７之１號十二樓","22.62","住","","","1140227","土地1建物1車位1","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","0911030","108.99000000000001","4","2","2","有","有","16000000","146802","坡道平面","0.0","0","親友、員工、共有人或其他特殊關係間之交易；","RPRPMLLLLHKGFDA77EA","55.2","0.0","7.29","有","081","a_lvr_land_a.csv"
"中正區","房地(土地+建物)+車位","臺北市中正區牯嶺街１２６號三樓之３","24.28","都市：其他:第三種住宅區。","","","1140218","土地1建物1車位1","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1130709","219.13","4","2","2","有","有","58800000","306442","坡道平面","37.04","3000000","","RPVNMLNKLHKGFAA67DA","97.02","15.51","7.64","有","082","a_lvr_land_a.csv"
"萬華區","房地(土地+建物)","臺北市萬華區和平西路三段３０９巷１５弄２７號三樓","27.68","住","","","1140225","土地2建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","加強磚造","0600908","79.81","2","1","1","有","無","10350000","129683","","0.0","0","","RPPNMLKKMHKGFBA96DA","75.38","0.0","4.43","無","","a_lvr_land_a.csv"
"中山區","房地(土地+建物)","臺北市中山區北安路５７３巷２弄１０號","30.55","都市：其他:第三種住宅區。","","","1140228","土地3建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","加強磚造","0590911","69.11","3","2","1","有","無","25200000","364636","","0.0","0","包含公共設施保留地用地；","RPTNMLNJLHKGFCA57DA","69.11","0.0","0.0","無","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區陽光街９２巷１４弄８號三樓","25.24","都市：其他:第三種住宅區。","","","1140217","土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0711224","79.92","2","2","2","有","無","18200000","227728","","0.0","0","陽台外推；其他增建；","RPRNMLQJLHKGFCA67DA","70.91","0.0","9.01","無","085","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區五分街９６號十樓","17.43","都市：其他:第三種住宅區。","","","1140220","土地1建物1車位1","十層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1110113","124.56","2","2","1","有","有","27500000","269107","坡道平面","31.66","2500000","","RPTOMLKLLHKGFCA57DA","54.56","1.73","5.69","有","086","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區南京東路六段４５１巷５７號九樓之５","14.72","都市：其他:辦公服務區(一)(不得作住宅使用)。","","","1140223","土地1建物1車位0","九層","十四層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0971205","84.72","2","2","1","有","有","21380000","252361","","0.0","0","","RPXOMLSJMHKGFCA68DA","48.1","4.49","5.02","有","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)+車位","臺北市北投區北投路一段８３號十二樓之１","16.43","住","","","1140221","土地2建物1車位1","十二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0981103","122.47999999999999","2","2","2","有","有","26500000","216344","升降機械","14.34","0","陽台外推；夾層；","RPRNMLKKMHKGFEA47DA","62.81","8.77","5.92","有","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)","臺北市北投區大興街９巷１５號二樓","27.51","住","","","1140227","土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0720608","87.45","3","2","2","有","無","8000000","91481","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；","RPUNMLNKMHKGFEA08DA","77.01","0.92","7.88","無","","a_lvr_land_a.csv"
"大同區","房地(土地+建物)","臺北市大同區伊寧街７５巷２３號五樓","17.12","住","","","1140203","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0721007","63.78","3","1","1","有","無","5000000","78394","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；","RPPNMLKKMHKGFBA07EA","53.74","10.04","0.0","無","","a_lvr_land_a.csv"
"松山區","房地(土地+建物)","臺北市松山區健康路５８巷１３號三樓","26.51","住","","","1140224","土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700115","91.64","3","2","1","有","無","23000000","250982","","0.0","0","陽台外推；其他增建；","RPPNMLTJMHKGFDA08EA","77.35","0.0","14.29","無","","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區士東路８９巷１７號五樓","30.07","住","","","1140227","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0670601","104.81","3","2","2","有","無","22100000","210858","","0.0","0","陽台外推；其他增建；","RPSNMLKKMHKGFEA67EA","66.57","17.04","21.2","無","089","a_lvr_land_a.csv"
"中正區","房地(土地+建物)","臺北市中正區林森南路１３５號二樓","22.67","都市：其他:第三種住宅區。","","","1140212","土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0820714","118.46000000000001","1","2","1","有","有","30300000","255783","","0.0","0","其他增建；","RPVNMLSLLHKGFAA28DA","92.8","1.59","10.36","有","","a_lvr_land_a.csv"
"萬華區","房地(土地+建物)","臺北市萬華區寶興街１８３號二樓","18.0","住","","","1140228","土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0650517","62.95","3","1","1","有","無","10800000","171565","","0.0","0","陽台外推；其他增建；","RPSNMLRJLHKGFBA77DA","51.2","0.0","11.75","無","","a_lvr_land_a.csv"
"中正區","房地(土地+建物)+車位","臺北市中正區仁愛路一段２３巷１２號六樓之１","21.32","住","","","1140227","土地1建物1車位1","六層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1030730","125.96000000000001","1","2","1","有","有","40380000","320578","坡道平面","0.0","3500000","其他增建；","RPVNMLSJMHKGFBA28DA","51.52","0.0","0.0","有","090","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區康樂街１３６巷１８弄２９號十一樓","16.15","都市：其他:第三種住宅區。","","","1140214","土地1建物1車位1","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1020625","119.54","2","2","1","有","有","27050000","250605","坡道機械","20.38","2200000","","RPQNMLTKLHKGFCA97DA","67.04","0.0","7.97","有","093","a_lvr_land_a.csv"
"中山區","房地(土地+建物)","臺北市中山區通北街６５巷４號二樓","43.2","住","","","1140218","土地2建物1車位0","二層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0831008","163.75","4","2","2","有","有","29000000","177099","","0.0","0","其他增建；","RPPOMLRJMHKGFCA77DA","115.63","0.0","14.42","有","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區金豐街５２號五樓","20.13","都市：其他:工商混合區(不得作住宅使用)。","","","1140226","土地1建物1車位1","五層","十層","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0991124","112.36","0","0","0","無","有","17660000","157173","坡道平面","36.65","0","","RPQNMLSJMHKGFCA87DA","45.39","0.77","5.04","有","094","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區民權東路六段２８０巷４５弄３９號三樓之１","15.51","都市：其他:第三種住宅區。","","","1140223","土地1建物1車位1","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0831221","57.870000000000005","2","2","1","有","有","11550000","199585","升降機械","0.0","1500000","陽台外推；夾層；","RPTQMLTJMHKGFCA58DA","22.91","0.0","4.28","有","095","a_lvr_land_a.csv"
"中山區","房地(土地+建物)","臺北市中山區興安街１００號三樓之４","16.19","住","","","1140214","土地1建物1車位0","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0750609","84.7","2","2","1","有","有","24800000","292798","","0.0","0","陽台外推；","RPQOMLLKMHKGFCA37DA","65.97","0.0","5.58","有","","a_lvr_land_a.csv"
"南港區","房地(土地+建物)+車位","臺北市南港區東明街４３號五樓之２","27.91","住","","","1140227","土地1建物1車位1","五層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1121012","175.05","3","2","2","有","有","48660000","335128","坡道平面","37.61","2600000","","RPROMLQLLHKGFDA08DA","84.31","0.0","5.59","有","","a_lvr_land_a.csv"
"南港區","房地(土地+建物)","臺北市南港區研究院路一段１５１巷２０號二樓","31.33","住","","","1140216","土地1建物1車位0","二層，陽臺","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0640103","95.78","3","2","1","有","無","18500000","193151","","0.0","0","陽台外推；其他增建；","RPQNMLRJMHKGFDA87DA","95.78","0.0","0.0","無","097","a_lvr_land_a.csv"
"北投區","房地(土地+建物)+車位","臺北市北投區中和街４９３巷１１弄３５號六樓之２","24.72","住","","","1140227","土地3建物1車位1","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0971110","107.72","2","2","1","有","有","18800000","178328","坡道機械","12.39","1800000","陽台外推；其他增建；","RPOPMLRLKHKGFEA97DA","64.9","1.84","6.73","有","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)+車位","臺北市大安區敦化南路二段１１巷２１號十二樓","44.87","都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第參種住宅區)。","","","1140227","土地2建物1車位2","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","1040603","395.9","2","2","3","有","有","170000000","429401","坡道平面","0.0","0","","RPTNMLQLLHKGFFA38DA","158.85","0.0","31.09","有","098","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區復興南路二段１２５巷２０弄２號五樓","24.3","住","","","1140215","土地1建物1車位0","五層，陽臺","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0650117","94.23","3","1","2","有","無","24850000","263716","","0.0","0","陽台外推；其他增建；","RPQNMLKKMHKGFFA47DA","94.23","0.0","0.0","無","099","a_lvr_land_a.csv"
"中山區","房地(土地+建物)+車位","臺北市中山區復興北路２２６號十樓之１","13.68","都市：其他:第三種住宅區。","","","1140226","土地1建物1車位1","十層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0750314","126.32000000000001","3","2","2","有","有","17500000","138537","坡道平面","0.0","0","車位無固定位置親友、員工、共有人或其他特殊關係間之交易；","RPUNMLLKMHKGFCA77EA","93.02","0.21","6.51","有","101","a_lvr_land_a.csv"
"中山區","房地(土地+建物)+車位","臺北市中山區復興北路２２６號十樓之１","13.68","都市：其他:第三種住宅區。","","","1140226","土地1建物1車位1","十層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0750314","126.32000000000001","3","2","2","有","有","17500000","138537","坡道平面","0.0","0","車位，無固定位置親友、員工、共有人或其他特殊關係間之交易；","SPUNMLLKMHKGFCA87EA","93.02","0.21","6.51","有","101","a_lvr_land_a.csv"
"萬華區","房地(土地+建物)","臺北市萬華區環河南路二段２６８號二樓","14.75","住","","","1140219","土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","加強磚造","0581219","43.6","1","1","1","有","無","2800000","64220","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；","RPRNMLOKMHKGFBA57DA","43.6","0.0","0.0","無","","a_lvr_land_a.csv"
